"Espacenet";"";"";"";"";"";"";"";"";
"Recherche de brevets";"";"";"";"";"";"";"";"";
"6 093 résultats trouvés pour recycling AND plastic AND '3D printing'";"";"";"";"";"";"";"";"";
"Résultats affichés : 1 à 500";"";"";"";"";"";"";"";"";
"Langue de la requête: en / de / fr";"";"";"";"";"";"";"";"";
"Trier par: Pertinence";"";"";"";"";"";"";"";"";
"";"";"";"";"";"";"";"";"";
"No";"Titre";"Inventeurs";"Demandeurs";"Numéro de publication";"Priorité la plus ancienne";"CIB";"CPC";"Date de publication";"Publication la plus ancienne";"Numéro de famille";
"311";"WARPAGE FREE 3D PRINTING OF POLYMERS";"KUMARASWAMY GURUSWAMY [IN] 
GUDADHE ANIKET AVINASH [IN]";"COUNCIL SCIENT IND RES [IN]";"US2020332094A1";"2017-11-13";"B29C64/118 
B33Y70/00 
B33Y80/00 
C08K5/1575 
C08L23/06 
C08L23/12 
C08L23/14 
C08L71/02";"B29C64/118 (US) 
B33Y70/00 (EP,US) 
B33Y80/00 (US) 
C08K5/1575 (US) 
C08L23/00 (EP,US) 
C08L23/06 (EP,US) 
C08L23/12 (US) 
C08L23/14 (US) 
C08L71/02 (US) 
C09D11/106 (EP) 
B29K2023/0625 (US) 
B29K2023/065 (US) 
B33Y10/00 (US) 
B82Y30/00 (US) 
C08L2207/062 (US) 
C08L2207/066 (US) 
C08L2207/10 (US) 
C08L23/06, C08L23/04, C08K5/04, INV (EP)      ";"2020-10-22";"2019-05-16";"066437611";
"312";"3D printing no-sewing upper adhering method";"BIN JIAQUAN 
BIN JIAQI";"DONGGUAN HUIQI NEW MAT CO LTD";"CN110481004A";"2019-08-27";"B29C64/112 
B29C64/118 
B29C64/386 
B33Y10/00 
B33Y50/00 
B29L31/50";"B29C64/112 (CN) 
B29C64/118 (CN) 
B29C64/386 (CN) 
B33Y10/00 (CN) 
B33Y50/00 (CN) 
B29L2031/505 (CN)";"2019-11-22";"2019-11-22";"068554568";
"313";"3D printer with 3D printing material recovery device";"";"MA LIANGCHENG";"CN212171334U";"2019-10-15";"B29C64/357 
B33Y40/00";"";"2020-12-18";"2020-12-18";"073763582";
"314";"3D printing mud";"WANG HUI";"WANG HUI";"CN105368073A";"2015-12-01";"B33Y70/00 
C08K3/16 
C08K5/1545 
C08L3/02 
C08L71/08 
C08L89/00 
C08L93/00";"";"2016-03-02";"2016-03-02";"055370732";
"315";"System for removing and recovering loose sand in working box of 3D (three-dimensional) printing equipment";"DING LINJUN 
DU YINXUE";"NINGXIA KOCEL MOULD CO LTD";"CN105750270A 
CN105750270B";"2015-06-29";"B08B15/04 
B08B5/04";"B08B15/04 (CN) 
B08B5/04 (CN)";"2016-07-13 
2017-05-24";"2016-07-13";"056341946";
"316";"3D printing forming device and method for cellulose acetate products";"SHI YIXIAN";"CHANGSHA YUANDAHUA INFORMATION TECH CO LTD";"CN107650376A";"2017-10-12";"B29C64/165 
B29C64/209 
B29C64/232 
B29C64/236 
B29C64/321 
B29C64/393 
B33Y30/00 
B33Y50/02";"B33Y30/00 (CN) 
B33Y50/02 (CN)";"2018-02-02";"2018-02-02";"061116619";
"317";"Waste recovery device of 3D printing equipment";"NIU DONGPING 
NIU LI";"BEIJING LIANMEI DENTURE TECH CO LTD";"CN214383274U";"2020-10-28";"B29C64/20 
B29C64/35 
B29C64/357 
B33Y30/00 
B33Y40/00";"";"2021-10-12";"2021-10-12";"077990292";
"318";"Multi-dimensional moving 3D printing equipment with waste recovery function";"LI XIAOFANG";"SHANDONG VOCATIONAL COLLEGE IND";"CN113352615A 
CN113352615B";"2021-06-18";"B29C64/35 
B29C64/357 
B33Y40/00";"B29C64/35 (CN) 
B29C64/357 (CN) 
B33Y40/00 (CN) 
Y02P70/10 (EP)";"2021-09-07 
2022-10-28";"2021-09-07";"077535244";
"319";"3D printing method and device for multi-material powder laying and molding";"LIU QINGRONG 
LIU QINGPING 
REN LUQUAN 
SONG ZHENGYI 
ZHOU XUELI 
LIU TAORAN 
ZHAO CHE 
LI ZHUOZHI 
YU ZHENGLEI 
WU YUE";"UNIV JILIN";"CN105383059A 
CN105383059B";"2015-12-02";"B29C67/00 
B22F10/14 
B22F10/28 
B22F12/55 
B22F12/90 
B28B1/00 
B33Y10/00 
B33Y30/00 
B29C64/165";"";"2016-03-09 
2018-06-01";"2016-03-09";"055416144";
"320";"Waste recovery device of 3D printing device";"NIU DONGPING 
NIU LI";"BEIJING LIANMEI DENTURE TECH CO LTD";"CN112454900A 
CN112454900B";"2020-10-28";"B29C64/20 
B29C64/35 
B29C64/357 
B33Y30/00 
B33Y40/00";"B29C64/20 (CN) 
B29C64/35 (CN) 
B29C64/357 (CN) 
B33Y30/00 (CN) 
B33Y40/00 (CN) 
Y02W30/62 (EP)";"2021-03-09 
2025-03-18";"2021-03-09";"074834209";
"321";"Powder and fashioned 3D printing device are spread to many materials";"LIU QINGRONG 
LIU QINGPING 
REN LUQUAN 
SONG ZHENGYI 
ZHOU XUELI 
LIU TAORAN 
ZHAO CHE 
LI ZHUOZHI 
YU ZHENGLEI 
WU YUE";"UNIV JILIN";"CN205272601U";"2015-12-02";"B22F12/00 
B22F12/50 
B22F12/82 
B22F12/90 
B22F3/00 
B28B1/00 
B29C67/00 
B33Y10/00 
B33Y30/00";"";"2016-06-01";"2016-06-01";"056057214";
"322";"3D CLEANING EQUIPMENT FOR 3D PRINTED OUTPUT AND CLEANING METHOD USING THE SAME";"YOON HEE JUN [KR]";"YOON HEE JUN [KR]";"KR102822854B1 
KR20240029463A";"2022-08-26";"B08B3/02 
B08B3/14 
B08B5/02 
B29C64/35 
B29C71/00 
B33Y40/20";"B08B3/02 (KR) 
B08B3/14 (KR) 
B08B5/02 (KR) 
B29C64/35 (KR) 
B29C71/0009 (KR) 
B33Y40/20 (KR) 
B29C2071/0027 (KR)";"2024-03-05 
2025-06-19";"2024-03-05";"090298573";
"323";"PRODUIT EN PLASTIQUE FABRIQUÉ PAR FABRICATION ADDITIVE, SYSTÈME DE TRAITEMENT DE POUDRE ET PROCÉDÉ DE FONCTIONNEMENT ASSOCIÉ";"ZHAO LUAN [CN] 
HE DESHENG [CN]";"TPM MACHINERY SHANGHAI CO LTD [CN]";"WO2019096301A1";"2017-11-20";"B29C64/153";"B33Y10/00 (EP,CN) 
B33Y30/00 (EP,CN) 
B33Y40/00 (EP,CN,US)";"2019-05-23";"2018-04-24";"061961823";
"324";"HYDRAULIC 3D-PRINTING SYSTEM AND METHOD";"ZHANG JING 
WANG DONGJIAN 
GAO ZHONGYU 
LU BIQING 
DING YUBING 
MA PENGZHEN 
TIAN HUIJIAN 
YE SHUKUN 
MENG WEIYAO";"SPRINTRAY INC [US]";"AU2023396068A1";"2022-12-16";"B29C31/02 
B29C64/209 
B29C64/264 
B29C64/286 
B29C64/307 
B29C64/25 
B29C64/255";"B29C64/124 (EP,US) 
B29C64/255 (EP) 
B29C64/259 (EP) 
B29C64/295 (EP) 
B29C64/321 (EP,US) 
B33Y10/00 (EP,US) 
B33Y30/00 (EP) 
B33Y40/00 (EP,US)";"2025-05-29";"2024-06-20";"091473989";
"325";"3D printing excess material crushing and recycling device";"ZHANG WEIJIE 
MA CHI 
PAN YING";"SUZHOU LIANGJIANG INTELLIGENT TECH CO LTD";"CN220808538U";"2023-09-06";"B29B17/04 
B29C64/357 
B33Y40/00";"";"2024-04-19";"2024-04-19";"090708710";
"326";"Printing table for environment-friendly 3D printer";"XU JIEHUI";"XU JIEHUI";"CN212949214U";"2020-06-08";"B29C64/245 
B29C64/35 
B33Y30/00 
B33Y40/00";"";"2021-04-13";"2021-04-13";"075385293";
"327";"MACHINE DE PRODUCTION ET DE RECYCLAGE DE FILAMENT POUR DES IMPRIMANTES 3D";"KALVAND DARYOUSH [IR] 
YOUSEFI ESMAEIL [IR] 
KALVAND AFSHIN [IR]";"KALVAND DARYOUSH [IR] 
YOUSEFI ESMAEIL [IR] 
KALVAND AFSHIN [IR]";"WO2022180441A1";"2021-07-20";"B29B17/04 
B29C48/05";"B29B17/0026 (EP) 
B29B17/0404 (EP) 
B29B2017/0468 (EP) 
B33Y40/00 (EP) 
B33Y70/00 (EP)";"2022-09-01";"2022-09-01";"083048792";
"328";"3D RECYCLING METHOD OF THERMOPLASTIC 3D PRINTING WASTE";"KIM YOUNG HO 
JUNG GOO BONG";"INOZARD INC [KR]";"KR20250093644A";"2023-12-15";"B29B17/04 
B29C48/05 
B29C48/92 
B29C64/357 
B29C64/393 
B33Y70/10 
B29K101/12 
B29K503/06 
B29K77/00";"B29B17/04 (KR) 
B29C48/05 (KR) 
B29C48/92 (KR) 
B29C64/357 (KR) 
B29C64/393 (KR) 
B33Y70/10 (KR) 
B29B2017/0468 (KR) 
B29K2077/00 (KR) 
B29K2101/12 (KR) 
B29K2503/06 (KR) 
Y02W30/20 (KR) 
Y02W30/52 (KR) 
Y02W30/62 (KR)";"2025-06-25";"2025-06-25";"096228678";
"329";"3D printing equipment and printing method thereof";"GAO XIAOFEI 
LIU ZHEN";"SUZHOU LAIXIN 3D TECH CO LTD";"CN115366413A";"2022-09-01";"B29C64/124 
B29C64/20 
B29C64/386 
B33Y10/00 
B33Y30/00 
B33Y50/00";"B29C64/124 (CN) 
B29C64/20 (CN) 
B29C64/386 (CN) 
B33Y10/00 (CN) 
B33Y30/00 (CN) 
B33Y50/00 (CN)";"2022-11-22";"2022-11-22";"084069047";
"330";"3D PRINTING WITH COMBINATION OF ADDITIVE PRINTING AND LASER BEAM MACHINING";"FOX JEREMY R [US] 
RENDAHL RANDY A [US] 
MARZORATI MAURO [US] 
RAKSHIT SARBAJIT K [IN]";"IBM [US]";"US12311598B2 
US2024208139A1";"2022-12-26";"B22F10/60 
B22F10/73 
B22F10/85 
B23K26/16 
B23K26/361 
B29C64/188 
B29C64/357 
B29C64/393 
B33Y10/00 
B33Y40/20 
B33Y50/02";"B22F10/50 (EP) 
B22F10/60 (US) 
B22F10/73 (EP,US) 
B22F10/80 (EP) 
B22F10/85 (US) 
B23K26/16 (EP,US) 
B23K26/361 (EP,US) 
B29C64/188 (EP,US) 
B29C64/357 (EP,US) 
B29C64/393 (EP,US) 
B33Y10/00 (US) 
B33Y40/20 (US) 
B33Y50/00 (EP) 
B33Y50/02 (US) 
B33Y10/00 (EP) 
B33Y40/00 (EP) 
B22F2999/00, B22F10/50, B22F2202/11, ADD (EP)      ";"2024-06-27 
2025-05-27";"2024-06-27";"091584809";
"331";"3D printer";"WANG XUEXIA";"HAINING KUCAI DIGITAL TECH CO LTD";"CN105856578A 
CN105856578B";"2016-06-20";"B22F3/115 
B29C67/00 
B33Y30/00 
B33Y50/02 
B29C64/118 
B29C64/20 
B29C64/209 
B29C64/227 
B29C64/245 
B29C64/321 
B29C64/35 
B29C64/393 
B33Y40/00";"B22F3/115 (CN) 
B33Y30/00 (CN) 
B33Y40/00 (CN) 
B33Y50/02 (CN)";"2016-08-17 
2018-10-02";"2016-08-17";"056650921";
"332";"Waste recovery device for 3D printing wire rod production";"LIU DEQIAN 
LIU DELI";"NANJING RUIZHAN NEW MATERIAL TECH CO LTD";"CN220562186U";"2024-01-23";"B29B17/02 
B29C64/357 
B33Y40/00";"";"2024-03-08";"2024-03-08";"090104564";
"333";"Waste recovery device for 3D printing through engineering plastics";"YAO HAOSHENG";"SHANGHAI LINYURUI NETWORK TECH CO LTD";"CN218948452U";"2022-06-23";"B29B17/02 
B29B17/04 
B29C64/357 
B33Y40/00";"Y02W30/62 (EP)";"2023-05-02";"2023-05-02";"086107266";
"334";"COPOLYMERE ZUM 3D-DRUCK";"SACRIPANTE GUERINO G [CA] 
ZHOU KE [CA] 
ABUKAR TASNIM [CA]";"XEROX CORP [US]";"DE102016205369A1";"2015-04-24";"C08G63/127";"B29C48/05 (BR) 
B29C64/106 (EP,BR) 
B29C67/00 (KR) 
B33Y70/00 (EP,BR,CN,KR,US) 
C08G63/183 (EP,CN,KR,US) 
C08G63/78 (CN,KR) 
C08G63/85 (CN) 
C08G63/90 (KR) 
C08J11/10 (CN) 
B29C64/118 (EP,US) 
B29K2067/003 (BR,US) 
B33Y10/00 (US) 
C08G63/183 (BR) 
C08J2367/02 (CN)";"2016-10-27";"2016-10-24";"057110690";
"335";"Ein umweltfreundlicher und ökologischer All-in-One 3D-Drucker";"";"ZHAO BANKS [CN]";"DE202025100705U1";"2025-02-13";"B29C64/118 
B33Y30/00";"B29C64/209 (EP) 
B29C64/314 (EP) 
B29C64/357 (EP) 
B33Y30/00 (EP) 
B33Y40/10 (EP) 
B29C64/118 (EP)";"2025-03-17";"2025-03-17";"095251318";
"336";"Table top material increasing and decreasing wood-plastic composite 3D printer with abrasive machining function";"NING LIJIA 
GUO YANLING 
LI JIAN 
LIU LIN 
WANG HAITAO";"UNIV NORTHEAST FORESTRY";"CN107672162A";"2017-11-15";"B24B9/06 
B29C64/188 
B29C64/20 
B33Y30/00";"B24B9/06 (CN) 
B33Y30/00 (CN)";"2018-02-09";"2018-02-09";"061149321";
"337";"3D printer capable of uniformly spreading powder";"LOU KEFENG 
WANG WEI 
YING YUFENG 
YIN GUOQING 
JIN XINGJIANG 
WANG YANFENG 
ZHU XUFENG";"ZHEJIANG JINGGONG ROBOTICS & INTELLIGENT EQUIPMENT CO LTD";"CN112223748A";"2020-09-23";"B29C64/153 
B29C64/20 
B29C64/205 
B29C64/214 
B29C64/321 
B29C64/357 
B33Y30/00 
B33Y40/00";"B29C64/153 (CN) 
B29C64/20 (CN) 
B29C64/205 (CN) 
B29C64/214 (CN) 
B29C64/321 (CN) 
B29C64/357 (CN) 
B33Y30/00 (CN) 
B33Y40/00 (CN)";"2021-01-15";"2021-01-15";"074108338";
"338";"3D PRINTING USING SPIRAL BUILDUP";"DUDLEY KURT [US]";"ORANGE MAKER LLC [US]";"US2014265034A1 
US9321215B2";"2013-03-12";"B29C67/00";"B29C64/106 (EP) 
B29C64/124 (EP,US) 
B29C64/129 (EP) 
B29C64/135 (EP,US) 
B29C64/153 (EP,US) 
B29C64/241 (EP,US) 
B29C64/245 (EP,US) 
B29C64/264 (US) 
B33Y10/00 (EP,US) 
B33Y30/00 (EP,US) 
B29K2909/08 (EP,US)";"2014-09-18 
2016-04-26";"2014-09-18";"051524016";
"339";"THREE-DIMENSIONAL PRINTER";"SCHALK WESLEY R 
ENGLISH KRIS M 
ROMAN JUSTIN M 
SWIER KEVIN E 
OTIS DAVID";"HEWLETT PACKARD DEVELOPMENT CO";"CN110612191A";"2017-04-21";"B29C64/153 
B29C64/321 
B33Y40/00";"B22F10/28 (EP,US) 
B22F10/73 (EP,US) 
B22F12/38 (EP,US) 
B29C64/153 (EP,US) 
B29C64/259 (EP,US) 
B29C64/321 (EP,US) 
B29C64/357 (EP,US) 
B33Y10/00 (US) 
B33Y30/00 (EP,US) 
B33Y40/00 (EP,US) 
Y02P10/25 (EP)";"2019-12-24";"2018-10-25";"063856046";
"340";"3D RECYCLING METHOD OF PHOTOCURABLE 3D PRINTING WASTE";"KIM YOUNG HO 
JUNG GOO BONG";"INOZARD INC [KR]";"KR20250092495A";"2023-12-15";"B29B17/04 
B29C48/05 
B29C64/135 
B29C64/314 
B29C64/357 
B33Y40/00";"B29B17/0404 (KR) 
B29C48/05 (KR) 
B29C64/314 (KR) 
B29C64/357 (KR) 
B33Y40/00 (KR) 
B29B2017/0468 (KR) 
B29C64/135 (KR)";"2025-06-24";"2025-06-24";"096221241";
"341";"3D printer with 3D prints material recovery unit";"NIU DONG";"HENAN DINGYUN IND CO LTD";"CN208035396U";"2018-01-24";"B29C64/357 
B33Y30/00";"";"2018-11-02";"2018-11-02";"063953971";
"342";"Preparation method of 3D printing polymer filter plate raw material";"ZHANG YONG 
ZHANG NA 
ZHANG ZHILONG 
XU SHANGYONG 
LIU YANG";"SHANGHAI SUPERHIGH ENVIRONMENTAL PROTECTION TECH CO LTD 
SHANGHAI INST TECH";"CN119840034A";"2025-02-27";"B29B13/10 
B29B9/06 
B29B9/16 
B29C48/285";"B29B13/10 (CN) 
B29B9/06 (CN) 
B29B9/16 (CN) 
B29C48/287 (CN)";"2025-04-18";"2025-04-18";"095358126";
"343";"Improved 3D printer printing sprayer";"WANG XUEXIA";"HAINING KUCAI DIGITAL TECH CO LTD";"CN108189400A 
CN108189400B";"2016-06-20";"B29C64/209 
B29C64/227 
B33Y30/00";"B29C67/00 (CN) 
B33Y30/00 (CN)";"2018-06-22 
2020-10-16";"2016-11-09";"057237227";
"344";"Dipping device capable of optimizing surface color of powder-based 3D printing piece";"LI NA 
WANG GUANGLIANG 
LIN JINHONG 
CHEN JINBIN 
CHEN HAISHENG";"ZHONGSHAN TORCH POLYTECHNIC";"CN110369218A";"2019-07-01";"B05C13/02 
B05C3/09 
B29C64/379 
B33Y30/00";"B05C13/02 (CN) 
B05C3/09 (CN) 
B29C64/379 (CN) 
B33Y30/00 (CN)";"2019-10-25";"2019-10-25";"068251489";
"345";"Method and device for recovering waste materials of 3D printer";"WANG RONG";"SUZHOU SUNSHINE LASER TECH CO LTD";"CN105365220A 
CN105365220B";"2015-11-20";"B29C67/00 
B33Y30/00 
B29C64/106 
B29C64/357 
B33Y40/00";"";"2016-03-02 
2017-10-31";"2016-03-02";"055368091";
"346";"3D printing equipment";"ZHAO SHUNPEI";"DONGGUAN RUIDI THREE DIMENSIONAL ELECTRONIC TECHNOLOGY CO LTD";"CN203805323U";"2014-01-25";"B29C67/00";"";"2014-09-03";"2014-09-03";"051444125";
"347";"3D Precision-Workable 3D Printing Complex System";"CHOI IN PYO [KR]";"CHOI IN PYO [KR]";"KR102348367B1";"2020-11-25";"B29C35/02 
B29C64/124 
B29C64/188 
B29C64/20 
B29C64/205 
B29C64/209 
B29C64/245 
B29C64/25 
B29C64/264 
B29C64/379 
B29C64/393";"";"2022-01-11";"2022-01-11";"079355415";
"348";"Cleaning agent recovery device based on 3D printing post-treatment and use method of cleaning agent recovery device";"ZHENG XIAOJUN 
YU HONGMEI 
XU JUNFEI 
XU JINWEI 
FU CHENGJIN 
CHEN LIFAN 
ZHENG LIANGCHENG 
JIANG JUNHAO";"UNIV QUZHOU";"CN116872496A";"2023-06-28";"B01D1/00 
B01D5/00 
B29C64/35 
B29C64/357 
B33Y40/00";"B01D1/00 (CN) 
B01D5/0006 (CN) 
B29C64/35 (CN) 
B29C64/357 (CN) 
B33Y40/00 (CN)";"2023-10-13";"2023-10-13";"088261336";
"349";"Graphene modified plastic printing consuming material and preparation method thereof";"FENG KEFA";"GUANGXI FENGDA 3D TECH CO LTD";"CN106928742A";"2017-03-26";"A43B1/14 
B33Y70/00 
C08K13/02 
C08K3/04 
C08K3/22 
C08K3/32 
C08K3/34 
C08K5/132 
C08K5/20 
C08K5/521 
C08L101/00 
C08L51/04 
C08L67/04";"A43B1/14 (CN) 
B33Y70/00 (CN) 
C08L101/00 (CN) 
C08K2201/011 (CN) 
C08L2205/035 (CN) 
C08L2207/20 (CN) 
C08L101/00, C08L51/04, C08L51/003, C08L67/04, C08K13/02, C08K3/04, C08K2003/324, C08K5/20, C08K5/521, C08K5/132, C08K3/2279, C08K3/346, INV (CN)      ";"2017-07-07";"2017-07-07";"059424836";
"350";"SINGLE-USE CONTAINER WITH 3D PRINTED FUNCTIONAL ELEMENT, PRINTING METHOD THEREFOR AND ASSEMBLY";"BENDALL RICHARD [GB] 
PULLIN JEREMY [GB] 
GAY ISABELLE [FR]";"SARTORIUS STEDIM FMT S A S [FR]";"US2022010253A1";"2018-11-09";"B29C64/118 
B29C64/245 
B29C64/35 
B29C64/357 
B33Y10/00 
B33Y30/00 
B33Y40/20 
B33Y80/00 
C12M1/00";"B29C64/118 (IL,US) 
B29C64/245 (IL,US) 
B29C64/35 (IL,US) 
B29C64/357 (IL,US) 
B33Y10/00 (IL,KR,US) 
B33Y30/00 (IL,US) 
B33Y40/20 (IL,US) 
B33Y70/00 (IL,KR) 
B33Y80/00 (IL,KR,US) 
C12M23/14 (EP,IL,KR,US) 
C12M23/28 (EP,IL,KR,US) 
B29L2031/7148 (IL,US)";"2022-01-13";"2020-05-13";"064572256";
"351";"Waste recycling device of 3D printer";"SUN BAOPING";"HEFEI ZHIGE ELECTRONIC INFORMATION TECH CO LTD";"CN109514866A";"2018-11-28";"B29C64/357 
B33Y40/00";"B29C64/357 (CN) 
B33Y40/00 (CN)";"2019-03-26";"2019-03-26";"065793604";
"352";"Air cooling device for fused and filamented 3D printing consumables";"ZHANG YUPENG 
ZHANG WEIFENG 
GUAN MUTIAN 
ZHEN ANQI 
WANG YUANJIE 
YANG ZHAOYU";"UNIV QINGDAO SCIENCE & TECHNOLOGY";"CN216506792U";"2021-12-13";"B29B17/00 
B29C64/357 
B33Y40/00";"Y02W30/62 (EP)";"2022-05-13";"2022-05-13";"081469585";
"353";"3D printing equipment structure doped with composite particles";"XIE JIAQING 
MA WENQIANG 
HE YUNSHENG 
LIU TAO 
GAO PENG 
CHEN JUN 
ZHOU TIANFENG";"UNIV NORTHWEST A&F";"CN110116496A";"2019-04-30";"B29C64/112 
B29C64/118 
B29C64/314 
B29C64/336 
B33Y30/00 
B33Y40/00";"B29C64/112 (CN) 
B29C64/118 (CN) 
B29C64/314 (CN) 
B29C64/336 (CN) 
B33Y30/00 (CN) 
B33Y40/00 (CN)";"2019-08-13";"2019-08-13";"067521747";
"354";"3D printing device suitable for space and based on sunlight heating";"LI BOBO 
REN XIAOFEI 
LIU XU 
YANG ZHIWEI 
DU XING 
LU BINGHENG 
ZHAO JIYUAN";"NAT INSTITUTE CORPORATION OF ADDITIVE MANUFACTURING XIAN";"CN109532014A 
CN109532014B";"2018-12-20";"B29C64/118 
B29C64/20 
B29C64/295 
B29C64/321 
B29C64/393 
B33Y30/00 
B33Y40/00 
B33Y50/02";"B29C64/118 (CN) 
B29C64/20 (CN) 
B29C64/295 (CN) 
B29C64/321 (CN) 
B29C64/393 (CN) 
B33Y30/00 (CN) 
B33Y40/00 (CN) 
B33Y50/02 (CN)";"2019-03-29 
2024-12-24";"2019-03-29";"065856159";
"355";"Turnover type printing platform for 3D printer";"ZHANG WENYI 
WANG LINGYU";"WUHU AISANDI ELECT TECH CO LTD";"CN112829294A 
CN112829294B";"2020-12-22";"B29C64/245 
B29C64/35 
B29C64/379 
B33Y30/00 
B33Y40/00";"B29C64/245 (CN) 
B29C64/35 (CN) 
B29C64/379 (CN) 
B33Y30/00 (CN) 
B33Y40/00 (CN)";"2021-05-25 
2024-06-07";"2021-05-25";"075923844";
"356";"Method used for synthesis of 3D skeleton@MOFs water processor taking 3D skeleton as metal source";"XIAO LIREN 
LIU ZHEN 
XIA XINSHU 
LI WEI 
HUANG BAOQUAN 
YANG YUJIN 
CHEN QINGHUA 
QIAN QINGRONG";"UNIV FUJIAN";"CN110240219A 
CN110240219B";"2019-07-20";"C02F1/28 
B01J20/26";"C02F1/285 (CN)";"2019-09-17 
2022-02-22";"2019-09-17";"067893143";
"357";"Waste recovery device for 3D printing";"ZHU YAOSHENG";"ZHONGKE FENGYANG FUJIAN TECH CO LTD";"CN222223484U";"2024-04-11";"B29C64/357 
B33Y40/00";"Y02W30/62 (EP)";"2024-12-24";"2024-12-24";"093912199";
"358";"IMPRIMANTE 3D À MOULE DE SABLE";"SI ZHITAO [CN] 
XIONG XIN [CN] 
WANG SHUKAI [CN]";"KEDA CLEAN ENERGY CO LTD [CN]";"WO2019134372A1";"2018-01-08";"B22C9/02 
B33Y30/00";"B22C5/12 (EP,CN) 
B22C9/02 (EP,CN) 
B33Y30/00 (EP,CN)";"2019-07-11";"2019-07-11";"067143491";
"359";"COMPOSITION AND MOULDED PART WHICH CAN BE PRODUCED BY MOULDING THE COMPOSITION";"DUNA BERNHARD [DE] 
SIU PAK TAK ANTONIO [SG]";"PATENTA ASIA LTD [CN]";"US2021108082A1";"2017-04-21";"C08L27/06 
C08L97/02";"C08J5/045 (EP) 
C08L27/06 (EP,CN,US) 
C08L97/02 (EP,CN,US) 
C08J2327/06 (EP) 
C08L27/06, C08L97/02, C08K3/34, C08K3/346, INV (CN)       
C08L27/06, C08L97/02, INV (EP)       
C08L97/02, C08L27/06, INV (EP)      ";"2021-04-15";"2018-10-24";"058664427";
"360";"Intelligent 3D printing device for industrial manufacturing";"GUO YUAN 
ZHENG DAO 
QIN QIANG 
JIANG KERONG 
WEI YUN 
LI WEI 
JIANG HAI";"FERTILIZER COMBINING COLLEGE";"CN114506072A 
CN114506072B";"2022-01-20";"B08B15/04 
B29C64/112 
B29C64/20 
B29C64/35 
B29C64/357 
B29C64/379 
B33Y30/00 
B33Y40/00";"B08B15/04 (CN) 
B29C64/112 (CN) 
B29C64/20 (CN) 
B29C64/35 (CN) 
B29C64/357 (CN) 
B29C64/379 (CN) 
B33Y30/00 (CN) 
B33Y40/00 (CN)";"2022-05-17 
2022-09-30";"2022-05-17";"081549749";
"361";"A air ability heating circulation device that is used for 3D printing washing alcohol to retrieve";"LU HONGCHU 
CHEN TIANPING 
ZENG XIANGHUA";"FOSHAN XIANLIN 3D TECH CO LTD";"CN205683618U";"2016-06-17";"B01D1/00 
B01D1/30 
B01D3/00 
C07C29/80 
C07C31/08";"Y02P20/10 (EP) 
Y02P20/50 (EP) 
Y02P70/10 (EP)";"2016-11-16";"2016-11-16";"057415750";
"362";"3D printing method for processing conformal water channel of intelligent pedestal pan";"HUANG QIAMING 
HUANG LIMIN 
ZHAO GUANGHUA 
GONG ZHENGPING 
XIAO GUOLONG 
CHEN SHUKAI 
QIU SHAOXIA 
WU YIDONG 
CHEN BO 
XIE YUFENG";"GUANGDONG WEALWELL TECH CO LTD";"CN115229204A 
CN115229204B";"2022-07-12";"B22F10/28 
B22F10/73 
B22F12/00 
B22F12/67 
B22F12/90 
B22F5/10 
B33Y10/00 
B33Y30/00 
B33Y80/00";"B22F10/28 (CN) 
B22F10/73 (CN) 
B22F12/00 (CN) 
B22F12/67 (CN) 
B22F12/90 (CN) 
B22F5/10 (CN) 
B33Y10/00 (CN) 
B33Y30/00 (CN) 
B33Y80/00 (CN) 
Y02P10/25 (EP)";"2022-10-25 
2023-08-01";"2022-10-25";"083673148";
"363";"THREE-DIMENSIONAL PRINTER";"SCHALK WESLEY R 
ENGLISH KRIS M 
ROMAN JUSTIN M";"HEWLETT PACKARD DEVELOPMENT CO";"CN110914040A";"2017-07-28";"B29C64/153 
B29C64/165 
B29C64/321 
B29C64/357 
B33Y10/00 
B33Y40/00 
B33Y70/00";"B29C64/153 (EP,KR) 
B29C64/165 (EP,KR,US) 
B29C64/209 (KR,US) 
B29C64/245 (US) 
B29C64/259 (EP,US) 
B29C64/268 (US) 
B29C64/321 (EP,KR) 
B29C64/336 (US) 
B29C64/357 (EP,KR,US) 
B33Y10/00 (EP,KR) 
B33Y40/00 (EP,KR,US) 
B33Y40/20 (EP,KR,US) 
B33Y70/00 (KR) 
B33Y10/00 (US) 
B33Y30/00 (US)";"2020-03-24";"2019-01-31";"065041293";
"364";"3D printing equipment for bottom exposure, control method and control system";"GAO XIAOFEI 
LIU ZHEN";"SUZHOU RAYSHAPE INTELLIGENT TECH CO LTD";"CN112654490A 
CN112654490B";"2020-11-29";"B29C64/124 
B29C64/255 
B29C64/30 
B29C64/314 
B29C64/321 
B29C64/393 
B33Y10/00 
B33Y30/00 
B33Y40/00 
B33Y40/10 
B33Y50/02";"B29C64/124 (CN) 
B29C64/255 (CN) 
B29C64/30 (CN) 
B29C64/314 (CN) 
B29C64/321 (CN) 
B29C64/393 (CN) 
B33Y10/00 (CN) 
B33Y30/00 (CN) 
B33Y40/00 (CN) 
B33Y40/10 (CN) 
B33Y50/02 (CN)";"2021-04-13 
2022-06-21";"2021-04-13";"075368449";
